no,who,Newbie,Age,Gender,Household Income,Sexual Preference,Country,Education Attainment,Major Occupation,Marital Status,Years on Internet
11799,id75227,0,28.0,Female,$20-29,Heterosexual,Oklahoma,Some College,Other,Married,1-3 yr
11800,id80312,1,27.0,Male,$20-29,Heterosexual,Minnesota,College,Professional,Single,6-12 mo
11801,id28860,0,21.0,Male,$10-19,Heterosexual,Virginia,Some College,Computer,Single,4-6 yr
11802,id82998,0,27.0,Male,$30-39,Heterosexual,Washington,College,Other,Single,Over 7 yr
11803,id84740,0,27.0,Male,,,Virginia,Professional,Education,Married,Over 7 yr
11804,id88661,0,53.0,Male,$50-74,Heterosexual,Virginia,Masters,Education,Married,4-6 yr
11805,id78133,0,24.0,Male,$40-49,Heterosexual,Washington,Masters,Education,Married,4-6 yr
11806,id83503,0,,Female,,,California,College,Professional,,4-6 yr
11807,id84542,0,21.0,Male,$50-74,Heterosexual,Ontario,High School,Education,Married,1-3 yr
11808,id84744,0,32.0,Female,$50-74,Heterosexual,Illinois,Masters,Education,Married,1-3 yr
11809,id90111,0,17.0,Male,Over $100,Heterosexual,South Carolina,High School,Education,Single,1-3 yr
11810,id74301,0,38.0,Female,Over $100,Lesbian,Arizona,Masters,Professional,Other,1-3 yr
11811,id82337,0,27.0,Male,$50-74,,California,Some College,Computer,Other,1-3 yr
11812,id82854,0,26.0,Female,$50-74,,Quebec,Special,Computer,Other,1-3 yr
11813,id88051,0,29.0,Male,$75-99,Heterosexual,Texas,College,Computer,Married,1-3 yr
11814,id74956,0,24.0,Male,$20-29,Heterosexual,Missouri,Masters,Education,Single,1-3 yr
11815,id77889,0,67.0,Male,Over $100,Heterosexual,New Brunswick,Professional,Professional,Married,1-3 yr
11816,id80374,0,52.0,Male,$40-49,Heterosexual,Australia,Grammar,Management,Married,1-3 yr
11817,id83001,0,29.0,Male,$30-39,Heterosexual,Newfoundland,Some College,Computer,Other,Over 7 yr
11818,id86207,0,,Female,,Heterosexual,Oregon,College,Other,Divorced,1-3 yr
11819,id88683,0,18.0,Male,$10-19,Heterosexual,Texas,High School,Computer,Single,1-3 yr
11820,id74958,0,45.0,Male,Over $100,Heterosexual,California,Masters,Management,Married,1-3 yr
11821,id75727,1,20.0,Male,$20-29,Heterosexual,Canada & Mexico,High School,Education,Single,Under 6 mo
11822,id83018,1,29.0,Female,,Heterosexual,Texas,Some College,Other,Married,Under 6 mo
11823,id75241,1,27.0,Female,$10-19,Heterosexual,Hawaii,Some College,Other,Divorced,6-12 mo
11824,id87688,0,42.0,Female,,,Rhode Island,Some College,Other,Separated,1-3 yr
11825,id71627,0,59.0,Male,,,New York,Professional,Professional,,4-6 yr
11826,id74959,1,27.0,Female,$50-74,Heterosexual,Pennsylvania,Some College,Computer,Other,Under 6 mo
11827,id7301,0,40.0,Male,$75-99,Heterosexual,Texas,College,Computer,Divorced,1-3 yr
11828,id75251,1,,Female,,,California,Masters,Other,,6-12 mo
11829,id89440,1,27.0,Male,,,Spain,College,Computer,Single,6-12 mo
11830,id71526,1,59.0,Female,$30-39,Heterosexual,Florida,Doctoral,Education,Married,Under 6 mo
11831,id84813,0,50.0,Female,$75-99,Heterosexual,South Carolina,Masters,Computer,Married,1-3 yr
11832,id75269,0,27.0,Male,$50-74,Heterosexual,Texas,College,Computer,Married,1-3 yr
11833,id82106,0,41.0,Male,,Heterosexual,Utah,Masters,Computer,Single,Over 7 yr
11834,id82326,0,22.0,Male,$30-39,Heterosexual,Oklahoma,College,Management,Single,4-6 yr
11835,id75463,1,17.0,Male,$40-49,Heterosexual,Alberta,Grammar,Other,Single,Under 6 mo
11836,id6257,0,24.0,Male,Under $10,Heterosexual,Netherlands,High School,Education,Single,1-3 yr
11837,id83390,0,38.0,Male,$50-74,Heterosexual,Georgia,Some College,Management,Married,4-6 yr
11838,id85039,0,21.0,Female,Under $10,Heterosexual,Connecticut,College,Education,Single,4-6 yr
11839,id89451,0,29.0,Male,$30-39,Heterosexual,Oregon,Masters,Computer,Married,1-3 yr
11840,id73485,0,35.0,Male,,Heterosexual,New York,College,Professional,Married,Over 7 yr
11841,id77866,0,26.0,Female,$30-39,Heterosexual,Washington D.C.,College,Other,Single,1-3 yr
11842,id79930,0,20.0,Male,$10-19,Heterosexual,Florida,Some College,Education,Single,4-6 yr
11843,id83031,0,,Male,,,United Kingdom,Some College,Management,,1-3 yr
11844,id83039,0,31.0,Male,$40-49,Gay male,New York,High School,Other,Other,1-3 yr
11845,id83040,0,39.0,Male,$30-39,Heterosexual,Florida,Some College,Computer,Married,1-3 yr
11846,id83043,0,31.0,Male,$75-99,Heterosexual,Illinois,College,Computer,Single,Over 7 yr
11847,id83048,0,38.0,Male,$75-99,Heterosexual,Ontario,Masters,Computer,Married,Over 7 yr
11848,id84004,1,43.0,Female,$30-39,Heterosexual,Illinois,Some College,Other,Married,6-12 mo
11849,id76906,0,35.0,Female,Over $100,Heterosexual,Colorado,Some College,Other,Married,1-3 yr
11850,id79932,0,57.0,Male,$50-74,Heterosexual,Massachusetts,Doctoral,Education,Divorced,1-3 yr
11851,id73398,0,41.0,Male,$50-74,Gay male,Other,Special,Computer,Married,4-6 yr
11852,id76910,0,25.0,Male,$30-39,Heterosexual,California,College,Computer,Single,4-6 yr
11853,id82691,0,33.0,Male,$20-29,Heterosexual,Arkansas,High School,Professional,Single,1-3 yr
11854,id83052,0,20.0,Male,$30-39,Heterosexual,Spain,Some College,Professional,Single,1-3 yr
11855,id89811,0,63.0,Male,$50-74,Heterosexual,Texas,Some College,Management,Married,4-6 yr
11856,id75035,0,,Female,,Heterosexual,Maryland,Masters,Other,Married,4-6 yr
11857,id83059,0,48.0,Male,,Heterosexual,Pennsylvania,College,Management,Married,1-3 yr
11858,id79708,0,34.0,Male,$75-99,Gay male,Australia,Masters,Computer,Other,1-3 yr
11859,id84064,0,25.0,Female,$75-99,Bisexual,Washington,Masters,Computer,Single,1-3 yr
11860,id88033,0,37.0,Male,$40-49,Heterosexual,Texas,Special,Computer,Married,1-3 yr
11861,id85330,1,38.0,Male,$40-49,Heterosexual,Connecticut,College,Management,Married,6-12 mo
11862,id89829,1,61.0,Male,,Heterosexual,Ohio,Masters,Other,Married,6-12 mo
11863,id86157,1,19.0,Male,Under $10,Heterosexual,New Zealand,Some College,Education,Single,6-12 mo
11864,id75853,0,48.0,Male,Over $100,Heterosexual,California,Masters,Professional,Married,1-3 yr
11865,id83056,1,30.0,Male,Under $10,,Philippines,Other,Professional,Single,6-12 mo
11866,id67946,0,17.0,Male,$50-74,Heterosexual,Indiana,High School,Computer,Single,1-3 yr
11867,id81617,0,37.0,Male,Over $100,Heterosexual,Nova Scotia,Professional,Other,Married,4-6 yr
11868,id48644,0,26.0,Male,$40-49,Heterosexual,Utah,Some College,Management,Married,1-3 yr
11869,id74834,0,28.0,Female,$30-39,Heterosexual,Indiana,College,Other,Married,1-3 yr
11870,id75279,0,48.0,Female,$50-74,Heterosexual,California,Masters,Computer,Separated,4-6 yr
11871,id75287,1,50.0,Female,$20-29,Heterosexual,Texas,College,Education,Married,Under 6 mo
11872,id58122,0,33.0,Female,Over $100,Heterosexual,California,College,Computer,Married,Over 7 yr
11873,id75467,0,24.0,Female,,Heterosexual,Australia,High School,Education,Single,1-3 yr
11874,id75528,0,55.0,Female,$75-99,Heterosexual,Maryland,Some College,Other,Married,1-3 yr
11875,id75683,0,59.0,Male,Over $100,Heterosexual,Massachusetts,Masters,Computer,Married,Over 7 yr
11876,id84544,0,28.0,Male,$40-49,Heterosexual,Georgia,College,Other,Single,1-3 yr
11877,id88999,0,49.0,Female,Over $100,Heterosexual,Ohio,Masters,Management,Married,4-6 yr
11878,id76399,0,32.0,Male,$50-74,Heterosexual,Maryland,Masters,Computer,Single,1-3 yr
11879,id73413,1,26.0,Male,$30-39,Heterosexual,New Zealand,Some College,Education,Single,6-12 mo
11880,id83062,0,29.0,Male,$50-74,Heterosexual,Sweden,Masters,Professional,Other,1-3 yr
11881,id83068,0,32.0,Male,$40-49,Heterosexual,Washington,Masters,Professional,Married,4-6 yr
11882,id75376,1,40.0,Female,$50-74,Heterosexual,Alberta,High School,Other,Married,Under 6 mo
11883,id75377,1,,Female,$30-39,,Florida,College,Professional,Divorced,Under 6 mo
11884,id87728,0,25.0,Female,,,California,College,Computer,Other,1-3 yr
11885,id73248,0,39.0,Male,$50-74,Heterosexual,Australia,College,Education,Married,4-6 yr
11886,id78401,0,26.0,Male,$50-74,Heterosexual,Australia,College,Computer,Single,1-3 yr
11887,id79544,0,47.0,Female,$40-49,,Washington,Some College,Other,,1-3 yr
11888,id45695,0,28.0,Male,$30-39,,United Kingdom,College,Computer,Single,Over 7 yr
11889,id83008,1,16.0,Male,Over $100,Heterosexual,Ontario,Grammar,Education,,6-12 mo
11890,id66985,0,29.0,Male,$75-99,Heterosexual,Norway,College,Professional,Single,4-6 yr
11891,id86930,0,17.0,Male,$30-39,Heterosexual,Ontario,High School,Education,Single,1-3 yr
11892,id83072,1,21.0,Male,$10-19,Heterosexual,Florida,Some College,Education,Other,6-12 mo
11893,id83073,0,26.0,Male,,Heterosexual,Arizona,College,Education,Single,1-3 yr
11894,id74799,1,39.0,Female,$50-74,Heterosexual,Florida,College,Other,Married,6-12 mo
11895,id83074,1,54.0,Female,$50-74,Heterosexual,Georgia,Masters,Computer,Married,Under 6 mo
11896,id65562,0,54.0,Male,,Heterosexual,Georgia,College,Management,Married,1-3 yr
11897,id75539,0,23.0,Female,$10-19,Heterosexual,United Kingdom,College,Education,Single,4-6 yr
11898,id83075,0,38.0,Female,$40-49,Heterosexual,Illinois,College,Professional,Married,1-3 yr
11899,id72315,0,35.0,Female,$50-74,Heterosexual,New York,Special,Computer,Married,1-3 yr
11900,id74406,0,21.0,Male,$30-39,Heterosexual,Massachusetts,Special,Professional,Single,4-6 yr
11901,id85417,0,37.0,Male,$40-49,Heterosexual,Minnesota,Professional,Professional,Married,1-3 yr
11902,id73524,1,30.0,Female,$50-74,Heterosexual,Pennsylvania,Some College,Professional,Married,6-12 mo
11903,id73922,0,34.0,Male,,Heterosexual,Virginia,College,Computer,Married,4-6 yr
11904,id84682,0,16.0,Male,,Heterosexual,Pennsylvania,Grammar,Education,Single,1-3 yr
11905,id73166,0,57.0,Male,Over $100,Heterosexual,Washington,Some College,Other,Married,1-3 yr
11906,id80548,0,27.0,Female,$30-39,Heterosexual,Arizona,Masters,Professional,Single,1-3 yr
11907,id84908,1,36.0,Male,$50-74,Heterosexual,South Carolina,College,Other,Married,6-12 mo
11908,id81618,0,27.0,Male,$30-39,Heterosexual,Nebraska,College,Computer,Single,4-6 yr
11909,id81675,0,26.0,Male,Over $100,Heterosexual,Illinois,College,Management,Married,1-3 yr
11910,id49936,0,37.0,Male,Over $100,Heterosexual,Texas,College,Computer,Married,1-3 yr
11911,id73378,0,40.0,Male,$30-39,Heterosexual,Idaho,Masters,Education,Married,1-3 yr
11912,id73660,0,44.0,Male,,,Iowa,Some College,Management,Married,1-3 yr
11913,id75398,0,18.0,Male,$50-74,Heterosexual,Iowa,High School,Education,Single,4-6 yr
11914,id83088,0,16.0,Male,Over $100,Heterosexual,Maryland,Grammar,Education,Single,1-3 yr
11915,id88154,0,35.0,Male,$75-99,Heterosexual,Denmark,College,Professional,Married,1-3 yr
11916,id74749,0,20.0,Male,$75-99,Heterosexual,California,Some College,Education,Single,1-3 yr
11917,id75481,1,56.0,Female,$75-99,Heterosexual,Ohio,College,Management,Married,Under 6 mo
11918,id75546,0,38.0,Male,$50-74,Heterosexual,New Zealand,Special,Computer,Other,1-3 yr
11919,id84298,0,25.0,Male,$10-19,Heterosexual,Florida,Some College,Computer,Other,1-3 yr
11920,id84984,1,35.0,Female,,Heterosexual,Australia,High School,Other,Divorced,Under 6 mo
11921,id79935,0,,Male,,Heterosexual,Michigan,Masters,Professional,Married,4-6 yr
11922,id71556,1,33.0,Female,$20-29,,Arizona,Some College,Computer,Married,6-12 mo
11923,id75551,0,42.0,Female,$10-19,Lesbian,Tennessee,Some College,Other,Single,1-3 yr
11924,id81264,0,42.0,Female,Over $100,Heterosexual,Wisconsin,College,Education,Married,1-3 yr
11925,id89126,0,25.0,Male,$50-74,Heterosexual,Washington,Some College,Computer,Other,4-6 yr
11926,id71438,0,28.0,Male,Over $100,Heterosexual,Ontario,Masters,Professional,Single,4-6 yr
11927,id71466,0,36.0,Male,$50-74,Heterosexual,North Carolina,Special,Computer,Other,1-3 yr
11928,id72694,1,26.0,Male,,Heterosexual,Colorado,Some College,Other,Single,Under 6 mo
11929,id79081,0,53.0,Male,$50-74,Heterosexual,New York,Some College,Other,Married,1-3 yr
11930,id89127,0,42.0,Male,$50-74,Heterosexual,Ohio,College,Other,Divorced,1-3 yr
11931,id83093,0,30.0,Male,$50-74,Heterosexual,Finland,Some College,Computer,Single,Over 7 yr
11932,id75415,1,20.0,Male,$50-74,Heterosexual,Panama,Some College,Education,Single,6-12 mo
11933,id78381,0,43.0,Male,$75-99,Bisexual,Alberta,Special,Computer,Married,1-3 yr
11934,id81021,1,43.0,Female,$20-29,Heterosexual,Virginia,High School,Other,Married,Under 6 mo
11935,id83242,0,37.0,Female,,Heterosexual,Missouri,College,Professional,Married,1-3 yr
11936,id86005,0,26.0,Male,$30-39,Heterosexual,Turkey,Masters,Computer,Single,1-3 yr
11937,id73808,0,22.0,Male,$50-74,Heterosexual,Texas,Some College,Education,Single,1-3 yr
11938,id89129,1,27.0,Male,,Heterosexual,Quebec,Masters,Education,Single,6-12 mo
11939,id75427,0,18.0,Male,,Heterosexual,Colorado,High School,Education,Single,1-3 yr
11940,id83094,0,33.0,Male,$75-99,Heterosexual,California,Some College,Professional,Separated,1-3 yr
11941,id83387,0,34.0,Female,$40-49,Heterosexual,California,College,Professional,Married,1-3 yr
11942,id87319,1,46.0,Male,$75-99,Heterosexual,New York,Some College,Computer,Married,Under 6 mo
11943,id79939,0,48.0,Male,Over $100,Heterosexual,Ohio,Professional,Professional,Married,1-3 yr
11944,id86991,0,31.0,Male,$20-29,Heterosexual,Washington,Some College,Computer,Single,4-6 yr
11945,id85983,0,43.0,Male,$40-49,,Indiana,Some College,Computer,Other,1-3 yr
11946,id87193,0,50.0,Male,$50-74,Heterosexual,Florida,Special,Management,Married,1-3 yr
11947,id83106,1,46.0,Female,,Heterosexual,Wisconsin,Some College,Education,Married,Under 6 mo
11948,id85835,1,42.0,Female,,Heterosexual,Quebec,Some College,Management,Single,6-12 mo
11949,id89131,0,31.0,Male,$20-29,Heterosexual,Vermont,College,Computer,Married,1-3 yr
11950,id78592,0,17.0,Male,$30-39,Heterosexual,Massachusetts,High School,Education,Single,1-3 yr
11951,id81882,0,27.0,Male,$30-39,Heterosexual,Missouri,Masters,Education,Married,4-6 yr
11952,id85418,1,52.0,Male,$20-29,Heterosexual,Nebraska,High School,Other,Married,Under 6 mo
11953,id86777,0,23.0,Female,,Heterosexual,Massachusetts,College,Computer,Other,4-6 yr
11954,id89704,1,28.0,Female,Over $100,Heterosexual,Washington D.C.,Professional,Professional,Married,6-12 mo
11955,id78760,0,33.0,Male,$50-74,Gay male,Florida,College,Professional,Other,1-3 yr
11956,id83967,1,25.0,Male,,,Illinois,Masters,Professional,Married,6-12 mo
11957,id85604,0,36.0,Male,$40-49,Heterosexual,Texas,Special,Computer,Single,1-3 yr
11958,id88641,0,45.0,Male,$75-99,Heterosexual,Florida,Masters,Computer,Divorced,1-3 yr
11959,id81526,0,50.0,Male,$20-29,Heterosexual,Illinois,Masters,Computer,Single,4-6 yr
11960,id85955,0,20.0,Male,$50-74,Heterosexual,Pennsylvania,Some College,Education,Single,1-3 yr
11961,id87922,1,21.0,Female,Under $10,Heterosexual,Ontario,Some College,Education,Single,Under 6 mo
11962,id75760,0,24.0,Female,,Heterosexual,California,College,Other,,1-3 yr
11963,id79124,0,47.0,Male,Over $100,Heterosexual,Denmark,College,Professional,Married,1-3 yr
11964,id88016,0,39.0,Female,,Heterosexual,California,Masters,Professional,Single,1-3 yr
11965,id77469,0,31.0,Male,$50-74,Heterosexual,Finland,College,Professional,Married,1-3 yr
11966,id86332,0,32.0,Male,$10-19,Heterosexual,Georgia,Masters,Education,Single,4-6 yr
11967,id87826,1,44.0,Female,$20-29,Heterosexual,New Jersey,College,Professional,Single,Under 6 mo
11968,id71549,1,58.0,Male,$50-74,Heterosexual,Arkansas,College,Professional,Married,6-12 mo
11969,id75761,1,47.0,Male,$20-29,Heterosexual,California,College,Computer,Married,6-12 mo
11970,id86778,0,,Female,,Heterosexual,Texas,Some College,Professional,,1-3 yr
11971,id87400,0,52.0,Female,Over $100,Lesbian,Maryland,Some College,Computer,Single,4-6 yr
11972,id81798,1,51.0,Male,$40-49,Heterosexual,Arkansas,High School,Management,Married,6-12 mo
11973,id67022,0,23.0,Male,Under $10,Heterosexual,New York,Some College,Education,Single,1-3 yr
11974,id80266,0,46.0,Male,$75-99,Gay male,California,College,Computer,Single,Over 7 yr
11975,id85605,0,39.0,Male,$75-99,Heterosexual,California,College,Professional,Single,Over 7 yr
11976,id81633,0,31.0,Male,$50-74,Heterosexual,Texas,College,Computer,Divorced,Over 7 yr
11977,id85273,1,34.0,Female,$20-29,Heterosexual,Michigan,Special,Education,Single,Under 6 mo
11978,id87381,0,29.0,Male,$10-19,,North Carolina,College,Computer,Single,Over 7 yr
11979,id88163,1,47.0,Male,$30-39,Heterosexual,Netherlands,Some College,Other,Married,6-12 mo
11980,id75894,0,25.0,Male,$10-19,Heterosexual,Texas,Some College,Computer,Other,Over 7 yr
11981,id82185,0,20.0,Male,Over $100,Heterosexual,New Hampshire,Some College,Education,Single,1-3 yr
11982,id75572,1,45.0,Male,$50-74,Heterosexual,Pennsylvania,Some College,Management,Married,Under 6 mo
11983,id77845,0,51.0,Female,,Heterosexual,Australia,Masters,Education,Other,1-3 yr
11984,id80526,0,19.0,Male,Over $100,Heterosexual,California,Some College,Education,Single,1-3 yr
11985,id79229,0,34.0,Female,$30-39,Heterosexual,Texas,Some College,Computer,Married,1-3 yr
11986,id82243,1,79.0,Male,$50-74,,Florida,Some College,Other,Married,6-12 mo
11987,id88210,0,26.0,Male,$50-74,Heterosexual,Michigan,Masters,Computer,Married,1-3 yr
11988,id78973,1,47.0,Male,$40-49,Heterosexual,Missouri,College,Other,Other,Under 6 mo
11989,id79359,0,37.0,Male,Over $100,Heterosexual,New Jersey,College,Computer,Married,1-3 yr
11990,id76751,0,53.0,Male,$20-29,Heterosexual,South Dakota,College,Computer,Married,Over 7 yr
11991,id73539,0,28.0,Male,$30-39,Heterosexual,Germany,Some College,Professional,Married,1-3 yr
11992,id42138,0,,Female,,,South Carolina,Some College,Other,Married,4-6 yr
11993,id75492,0,36.0,Male,,Heterosexual,Israel,College,Computer,Married,1-3 yr
11994,id75494,0,38.0,Female,$40-49,Heterosexual,Minnesota,College,Professional,Divorced,1-3 yr
11995,id75553,0,21.0,Male,$10-19,Heterosexual,Wisconsin,Some College,Education,Single,1-3 yr
11996,id83279,1,34.0,Female,$75-99,Heterosexual,Missouri,High School,Other,Married,Under 6 mo
11997,id89681,0,36.0,Female,,Lesbian,California,Some College,Management,Other,Over 7 yr
11998,id80988,0,38.0,Male,,,New York,College,Computer,Divorced,Over 7 yr
11999,id72864,1,18.0,Male,Under $10,Heterosexual,Australia,Some College,Education,Single,6-12 mo
12000,id83664,0,31.0,Male,$50-74,Heterosexual,Norway,College,Computer,Married,1-3 yr
12001,id84377,0,46.0,Female,$40-49,Heterosexual,British Columbia,Some College,Professional,Married,1-3 yr
12002,id84550,0,36.0,Male,$20-29,Heterosexual,California,College,Education,Single,1-3 yr
12003,id84553,0,28.0,Male,$30-39,Heterosexual,United Kingdom,College,Management,Other,Over 7 yr
12004,id88077,0,27.0,Male,$20-29,Heterosexual,Washington,College,Computer,Single,4-6 yr
12005,id74249,0,35.0,Male,$30-39,Heterosexual,Washington,Some College,Education,Married,Over 7 yr
12006,id78369,1,65.0,Female,Over $100,Heterosexual,Florida,Some College,Other,Married,Under 6 mo
12007,id75493,0,36.0,Male,,Heterosexual,California,College,Computer,Married,4-6 yr
12008,id83114,0,27.0,Female,,Heterosexual,California,Masters,Computer,Single,4-6 yr
12009,id75704,1,18.0,Female,$75-99,Heterosexual,Ohio,Some College,Education,Single,Under 6 mo
12010,id80152,1,26.0,Female,Under $10,Heterosexual,Florida,Some College,Education,Other,Under 6 mo
12011,id75859,0,53.0,Male,Over $100,Heterosexual,Massachusetts,Professional,Professional,Married,1-3 yr
12012,id71566,0,24.0,Male,$40-49,Heterosexual,Texas,College,Computer,Single,4-6 yr
12013,id73354,0,18.0,Male,,,Illinois,High School,Education,Single,4-6 yr
12014,id71565,0,40.0,Male,$50-74,Heterosexual,Florida,College,Computer,Married,4-6 yr
12015,id89491,0,29.0,Female,$30-39,Heterosexual,California,Masters,Education,Single,4-6 yr
12016,id71568,1,,Female,,,Louisiana,College,Other,Married,Under 6 mo
12017,id75499,0,46.0,Male,$50-74,Heterosexual,Texas,College,Professional,Married,1-3 yr
